line,air_key,class_token,internal_class,flags,class_source,class_source_kind,class_sha256,java_major,super_class,spawn_declared_here,flight_models,flight_model_property_class,flight_model_verification,cockpit_classes,cockpit_property_class,missing_cockpit_classes,player_classification,mesh_names,status,findings
37,P-36A-4,air.P_36A4,com/maddox/il2/objects/air/P_36A4,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AD235DDE47B89DC2,loose,1B9229A0B8C8FA7448187E7615058AA75560BB688043A161E7AFA37193E24730,47,com/maddox/il2/objects/air/P_36,True,FlightModels/P-36A-4.fmd,com/maddox/il2/objects/air/P_36A4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40B,com/maddox/il2/objects/air/P_36A4,,player-capable-static,3DO/Plane/Hawk75A-4(Multi1)/hier.him | 3DO/Plane/Hawk75A-4(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
38,P-400,air.P_400,com/maddox/il2/objects/air/P_400,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_400.class,selector-dump,654597C74805480A553D7D8A652F7354BE093DEB73B4FBF4A077E1D84D5689F2,47,com/maddox/il2/objects/air/P_39,True,FlightModels/P-400.fmd,com/maddox/il2/objects/air/P_400,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_39N1,com/maddox/il2/objects/air/P_400,,player-capable-static,3DO/Plane/P-400(Multi1)/hier.him | 3DO/Plane/P-400(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
39,P-40B,air.P_40SUKAISVOLOCHB,com/maddox/il2/objects/air/P_40SUKAISVOLOCHB,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40SUKAISVOLOCHB.class,selector-dump,F30C0B841856E4FEF3CF410E41D5C065E7544DE02040A547D7EA98F4490A66C3,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40B.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCHB,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40B,com/maddox/il2/objects/air/P_40SUKAISVOLOCHB,,player-capable-static,3DO/Plane/P-40B(Multi1)/hier.him | 3DO/Plane/P-40B(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
40,P-40Breco,air.P_40SUKAISVOLOCHBRECO,com/maddox/il2/objects/air/P_40SUKAISVOLOCHBRECO,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\5FE16760ABF51004,loose,BA67AA4C01D2645970FE17072BEE5E08684281693C982C174087CD1D77C8190A,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40Breco.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCHBRECO,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40B,com/maddox/il2/objects/air/P_40SUKAISVOLOCHBRECO,,player-capable-static,3DO/Plane/P-40Breco(Multi1)/hier.him | 3DO/Plane/P-40Breco(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
41,P-40C,air.P_40SUKAISVOLOCHC,com/maddox/il2/objects/air/P_40SUKAISVOLOCHC,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40SUKAISVOLOCHC.class,selector-dump,C2D58EA8484D08860E0C78F18B8E8237633CCDC92C12C13E466B8B1AFE5BEB59,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40C.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCHC,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40C,com/maddox/il2/objects/air/P_40SUKAISVOLOCHC,,player-capable-static,3DO/Plane/P-40C(Multi1)/hier.him | 3DO/Plane/P-40C(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
42,P-40E,air.P_40E,com/maddox/il2/objects/air/P_40E,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40E.class,selector-dump,0818B8EA67ED8105BCE63963855F3BD5B3DC748F63F55D829D9B803443AD1D6B,47,com/maddox/il2/objects/air/P_40,True,FlightModels/P-40E.fmd,com/maddox/il2/objects/air/P_40E,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40E,com/maddox/il2/objects/air/P_40E,,player-capable-static,3DO/Plane/P-40E(Multi1)/hier.him | 3DO/Plane/P-40E(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
43,P-40E-M-105,air.P_40EM105,com/maddox/il2/objects/air/P_40EM105,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40EM105.class,selector-dump,FEA7DBAFA4F1DB4B7FDED00B061C623CBDA6EC566655FF9FD5C192CEB500EB5D,47,com/maddox/il2/objects/air/P_40,True,FlightModels/P-40E-M-105.fmd,com/maddox/il2/objects/air/P_40EM105,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40E,com/maddox/il2/objects/air/P_40EM105,,player-capable-static,3DO/Plane/P-40E-M-105(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
44,P-40M,air.P_40M,com/maddox/il2/objects/air/P_40M,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40M.class,selector-dump,ED166A1F7CE24104482C8212808F2B9009D25D3245AF0B132618B877D98D3F1F,47,com/maddox/il2/objects/air/P_40,True,FlightModels/P-40M.fmd,com/maddox/il2/objects/air/P_40M,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40M,com/maddox/il2/objects/air/P_40M,,player-capable-static,3DO/Plane/P-40M(Multi1)/hier.him | 3DO/Plane/P-40M(RZ)/hier.him | 3DO/Plane/P-40M(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
45,Hawk81A-2,air.P_40SUKAISVOLOCHHAWKA2,com/maddox/il2/objects/air/P_40SUKAISVOLOCHHAWKA2,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40SUKAISVOLOCHHAWKA2.class,selector-dump,67328DDFFB2A533629B695EA7CC6390A950BB87352AD1863781154CF3A5C456F,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40C.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCHHAWKA2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitHAWK,com/maddox/il2/objects/air/P_40SUKAISVOLOCHHAWKA2,,player-capable-static,3DO/Plane/Hawk81A-2(Multi1)/hier.him | 3DO/Plane/Hawk81A-2(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
46,TomahawkMkIIa,air.P_40SUKAISVOLOCH2A,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2A,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40SUKAISVOLOCH2A.class,selector-dump,F3F63DA7AD80CE3307EDB3DB262BEF565BA02A532B2AB6FE79B1C8104F1450F3,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40B.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40B,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2A,,player-capable-static,3DO/Plane/TomahawkMkIIa(GB)/hier.him | 3DO/Plane/TomahawkMkIIa(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
47,TomahawkMkIIb,air.P_40SUKAISVOLOCH2B,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2B,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\P_40SUKAISVOLOCH2B.class,selector-dump,A9ECAA8D52B257DDE37FDF33D7186FCBBBCAB942186C3BAD6F0894A3B5B54757,47,com/maddox/il2/objects/air/P_40SUKAISVOLOCH,True,FlightModels/P-40C.fmd,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2B,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitP_40C,com/maddox/il2/objects/air/P_40SUKAISVOLOCH2B,,player-capable-static,3DO/Plane/TomahawkMkIIb(GB)/hier.him | 3DO/Plane/TomahawkMkIIb(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
48,U-2TM,air.U_2TM,com/maddox/il2/objects/air/U_2TM,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\DF0EA4006B59E4C4,loose,61A28776D7B2BF565220D3ADAA79AB6EF3C05B07715D7D663CA165B76AB501C8,47,com/maddox/il2/objects/air/Scheme1,True,FlightModels/U-2TM.fmd,com/maddox/il2/objects/air/U_2TM,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitU2TM,com/maddox/il2/objects/air/U_2TM,,player-capable-static,,REVIEW,flight-model reference found; internal Buttons entry not yet verified
49,MosquitoBMkIV,air.MOSQUITO4,com/maddox/il2/objects/air/MOSQUITO4,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\758A23C2BC01923C,loose,27432FA012471679E2003A09CE0B225013FE64BD0C617E716D4DD71CF152C8FF,47,com/maddox/il2/objects/air/MOSQUITO,True,FlightModels/Mosquito-BMkIV.fmd,com/maddox/il2/objects/air/MOSQUITO4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMOSQUITO4_Bombardier | com/maddox/il2/objects/air/CockpitMosquito4,com/maddox/il2/objects/air/MOSQUITO4,,player-capable-static,3DO/Plane/Mosquito_B_MkIV(GB)/hier.him | 3DO/Plane/Mosquito_B_MkIV(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
50,MosquitoBMkXVI,air.MOSQUITO16,com/maddox/il2/objects/air/MOSQUITO16,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\AA017F1CBD62A800,loose,319B77EB0C1143937E84A9E98532A10750F820CC4F0818D79CFA35E46E439F20,46,com/maddox/il2/objects/air/MOSQUITOS,True,FlightModels/Mosquito-BMkXVI.fmd,com/maddox/il2/objects/air/MOSQUITO16,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMOSQUITO16_Bombardier | com/maddox/il2/objects/air/CockpitMosquito16,com/maddox/il2/objects/air/MOSQUITO16,,player-capable-static,3DO/Plane/Mosquito_B_MkXVI(GB)/hier.him | 3DO/Plane/Mosquito_B_MkXVI(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
51,MosquitoFBMkVI,air.MOSQUITO6,com/maddox/il2/objects/air/MOSQUITO6,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\MOSQUITO6.class,selector-dump,AB7038221D9A4C00F0B138BE88C1D817BDB0B3BCFEEAB797835C48821F9288A9,47,com/maddox/il2/objects/air/MOSQUITO,True,FlightModels/Mosquito-FBMkVI.fmd,com/maddox/il2/objects/air/MOSQUITO6,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitMosquito6,com/maddox/il2/objects/air/MOSQUITO6,,player-capable-static,3DO/Plane/Mosquito_FB_MkVI(GB)/hier.him | 3DO/Plane/Mosquito_FB_MkVI(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
52,A-20C,air.A_20C,com/maddox/il2/objects/air/A_20C,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\A_20C.class,selector-dump,55CF46C2F300E648EE79118BDF97813BFF7E223067605EDB8138E0CB75592D05,47,com/maddox/il2/objects/air/A_20,True,FlightModels/A-20C.fmd,com/maddox/il2/objects/air/A_20C,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitA_20C | com/maddox/il2/objects/air/CockpitA_20C_BGunner | com/maddox/il2/objects/air/CockpitA_20C_Bombardier | com/maddox/il2/objects/air/CockpitA_20C_TGunner,com/maddox/il2/objects/air/A_20C,,player-capable-static,3DO/Plane/A-20C(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
53,A-20G,air.A_20G,com/maddox/il2/objects/air/A_20G,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\A_20G.class,selector-dump,5631B1BEE1A890168D47194C929B702B39657372B0231B76978D41DBDA1C2ED2,47,com/maddox/il2/objects/air/A_20,True,FlightModels/A-20G.fmd,com/maddox/il2/objects/air/A_20G,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitA_20G | com/maddox/il2/objects/air/CockpitA_20G_BGunner | com/maddox/il2/objects/air/CockpitA_20G_TGunner,com/maddox/il2/objects/air/A_20G,,player-capable-static,3DO/Plane/A-20G(AU)/hier.him | 3DO/Plane/A-20G(Multi1)/hier.him | 3DO/Plane/A-20G(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
54,C-47,air.C_47,com/maddox/il2/objects/air/C_47,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\81793A002536EB40,loose,3333C6DE6E3338AE664FE7D0CB997CBD0921B7D3281F344A34E09C6F69A24388,47,com/maddox/il2/objects/air/Scheme2,True,FlightModels/DC-3.fmd,com/maddox/il2/objects/air/C_47,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitC47,com/maddox/il2/objects/air/C_47,,player-capable-static,3DO/Plane/C-47(Multi1)/hier.him | 3DO/Plane/C-47(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
55,C-47A,air.C_47A,com/maddox/il2/objects/air/C_47A,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\1890996E1AF4969A,loose,3A90E6E16C5F0FCDB9C352B6EACD7FB212AC3F5FC995196B28B4AD7CFD659DA3,47,com/maddox/il2/objects/air/Scheme2,True,FlightModels/C-47A.fmd,com/maddox/il2/objects/air/C_47A,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitC47,com/maddox/il2/objects/air/C_47A,,player-capable-static,3DO/Plane/C-47A(Multi1)/hier.him | 3DO/Plane/C-47A(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
56,C-47B,air.C_47B,com/maddox/il2/objects/air/C_47B,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\0D68CF54301C7F1C,loose,A6E84A1E699CF59C1F991724FBDCC659D953CE2AC2239754EA78CAA1B0B89E08,47,com/maddox/il2/objects/air/Scheme2,True,FlightModels/C-47B.fmd,com/maddox/il2/objects/air/C_47B,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitC47,com/maddox/il2/objects/air/C_47B,,player-capable-static,3DO/Plane/C-47B(Multi1)/hier.him | 3DO/Plane/C-47B(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
57,FaireyBattle,air.BattleMkII,com/maddox/il2/objects/air/BattleMkII,NoINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\E433D536E9994B10,loose,B01208737A9BF6400F54850ED029075615F72A1CB6CEB31B8C97F62640B305E6,47,com/maddox/il2/objects/air/FaireyBattle,True,FlightModels/BattleMkII.fmd,com/maddox/il2/objects/air/BattleMkII,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitBattleMkII | com/maddox/il2/objects/air/CockpitBattleMkII_TGunner | com/maddox/il2/objects/air/Cockpit_BombsightNordenSimple,com/maddox/il2/objects/air/BattleMkII,,player-capable-static,3DO/Plane/FaireyBattle(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
58,DXXI_DK,air.DXXI_DK,com/maddox/il2/objects/air/DXXI_DK,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\DXXI_DK.class,selector-dump,865252374F04C9AE9A18CA9C478A1ACE2DAF79946B1BAE3D057991DDD8E6AD48,47,com/maddox/il2/objects/air/DXXI,True,FlightModels/FokkerDK.fmd,com/maddox/il2/objects/air/DXXI_DK,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/DXXI_DK/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
59,DXXI_DU,air.DXXI_DU,com/maddox/il2/objects/air/DXXI_DU,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\DXXI_DU.class,selector-dump,E732C9DC64BF7D9CB50A378438D523ED3459F6006249F5EF42D0EC627A728B37,47,com/maddox/il2/objects/air/DXXI,True,FlightModels/FokkerDU.fmd,com/maddox/il2/objects/air/DXXI_DU,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/DXXI_DU/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
60,SwordfishMkI,air.Swordfish1,com/maddox/il2/objects/air/Swordfish1,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\231CEE5EC8321118,loose,F65D1017AC5BDD9DCACA12B7094F22804A2FEC1728B1C03F2F6C5A786FAF02D6,47,com/maddox/il2/objects/air/Swordfish,True,FlightModels/Swordfish.fmd,com/maddox/il2/objects/air/Swordfish1,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitSwordfish | com/maddox/il2/objects/air/CockpitSwordfish_TAG,com/maddox/il2/objects/air/Swordfish1,,player-capable-static,3DO/Plane/Swordfish1(gb)/hier.him | 3DO/Plane/Swordfish1(multi)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
61,AvengerMkIII,air.TBM3AVENGER3,com/maddox/il2/objects/air/TBM3AVENGER3,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\TBM3AVENGER3.class,selector-dump,7BBEC5E15BD05F9B3DBAD0E78C1853C204BFC97BD02A1100E677F9B801A5FA54,47,com/maddox/il2/objects/air/TBF,True,FlightModels/TBM-3.fmd,com/maddox/il2/objects/air/TBM3AVENGER3,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/TBM-3(A_MkIII)(GB)/hier.him | 3DO/Plane/TBM-3(A_MkIII)(Multi1)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
62,F4F-3,air.F4F3,com/maddox/il2/objects/air/F4F3,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\F4F3.class,selector-dump,5C51B5EF575BAADC328A426CBD36834079DCFD51F35196D94B9E337AD78E370E,47,com/maddox/il2/objects/air/F4F,True,FlightModels/F4F-3.fmd,com/maddox/il2/objects/air/F4F3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF4F3,com/maddox/il2/objects/air/F4F3,,player-capable-static,3DO/Plane/F4F-3(Multi1)/hier.him | 3DO/Plane/F4F-3(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
63,F4F-4,air.F4F4,com/maddox/il2/objects/air/F4F4,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\F4F4.class,selector-dump,1EEAE6BB1D27B046458858DBD5B2913BC0DC39E5BBFC7FE636D0EFF74C215B25,47,com/maddox/il2/objects/air/F4F,True,FlightModels/F4F-4.fmd,com/maddox/il2/objects/air/F4F4,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF4F4,com/maddox/il2/objects/air/F4F4,,player-capable-static,3DO/Plane/F4F-4(Multi1)/hier.him | 3DO/Plane/F4F-4(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
64,F6F-3,air.F6F3,com/maddox/il2/objects/air/F6F3,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\F6F3.class,selector-dump,6FADADF744A32FEA8C835AF0B5A00813A817115706C735E05F2AE74B338392FD,47,com/maddox/il2/objects/air/F6F,True,FlightModels/F6F-3.fmd,com/maddox/il2/objects/air/F6F3,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF6F3,com/maddox/il2/objects/air/F6F3,,player-capable-static,3DO/Plane/F6F-3(Multi1)/hier.him | 3DO/Plane/F6F-3(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
65,F6F-5,air.F6F5,com/maddox/il2/objects/air/F6F5,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\F6F5.class,selector-dump,DA48F9F4755BD734A92B2B8C119FA50891D77D4CA31AF34380571DC8F573FE51,47,com/maddox/il2/objects/air/F6F,True,FlightModels/F6F-5.fmd,com/maddox/il2/objects/air/F6F5,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF6F5,com/maddox/il2/objects/air/F6F5,,player-capable-static,3DO/Plane/F6F-5(Multi1)/hier.him | 3DO/Plane/F6F-5(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
66,F9F2_Panther,air.F9F2,com/maddox/il2/objects/air/F9F2,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\FEEB7DBEE538754E,loose,5E41E9373FDD59B22DCD39EEEEB69FDAE7B1D4AAA15D92655C08003CC55A36C0,47,com/maddox/il2/objects/air/F9F,True,FlightModels/F9F2.fmd,com/maddox/il2/objects/air/F9F2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF9F2,com/maddox/il2/objects/air/F9F2,,player-capable-static,3DO/Plane/F9F2/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
67,XF9F6_Cougar,air.XF9F6,com/maddox/il2/objects/air/XF9F6,NOINFO,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\Files\005AC2886D69B262,loose,DB49EB8C85EEF7B2FDFAE229F9BA280E258B9980BA733C3DB06C8C43FBB786A0,47,com/maddox/il2/objects/air/F9F,True,FlightModels/F9F2.fmd,com/maddox/il2/objects/air/XF9F6,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitXF9F6,com/maddox/il2/objects/air/XF9F6,,player-capable-static,3DO/Plane/XF9F6/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
68,FM-2,air.F4F_FM2,com/maddox/il2/objects/air/F4F_FM2,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\F4F_FM2.class,selector-dump,89C047CE76B67E3421AA18B5B768CADA0E032D81122D2F50D34E85D5D4654D9F,47,com/maddox/il2/objects/air/F4F,True,FlightModels/FM-2.fmd,com/maddox/il2/objects/air/F4F_FM2,reference-only-buttons-not-extracted,com/maddox/il2/objects/air/CockpitF4F4,com/maddox/il2/objects/air/F4F_FM2,,player-capable-static,3DO/Plane/FM-2(Multi1)/hier.him | 3DO/Plane/FM-2(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified
69,TBF-1,air.TBF1,com/maddox/il2/objects/air/TBF1,,C:\Users\Alexis\DATA\Projets\GITHUB\IL2-1946-Open-Sturmovik\WIP\labs\IL 2 Sturmovik 1946 Selector Dump\dump\com\maddox\il2\objects\air\TBF1.class,selector-dump,EB27ECC460722B55BE99A99C0A6EFEE48B22BE4C024B8F9541D8A0399FB31BF4,47,com/maddox/il2/objects/air/TBF,True,FlightModels/TBF-1C.fmd,com/maddox/il2/objects/air/TBF1,reference-only-buttons-not-extracted,,,,probable-ai-only,3DO/Plane/TBF-1(Multi1)/hier.him | 3DO/Plane/TBF-1(USA)/hier.him,REVIEW,flight-model reference found; internal Buttons entry not yet verified | no usable cockpitClass declaration found; treat as AI-only until runtime proof
